model number,number of steady states,number of runs that converged,AMPK,mTOR,SNAIL ,ZEB,miR200,miR34
4319,2,21,4.226026,2.369907,0.025895,5.230378,-3.554473,4.224013
4320,1,100,1.920814,5.684082,1.998896,3.596614,-9.994323,2.273403
4321,2,49,2.479026,0.252208,-5.194166,-7.483393,6.368248,6.119411
4321,2,51,1.689414,5.507121,0.023248,5.118608,3.602124,4.225747
4322,2,53,1.945408,2.868822,3.674084,3.973436,-5.241429,4.19409
4322,2,47,4.101459,-5.791647,-6.000016,-21.206286,6.118591,7.503272
4323,2,62,0.560457,5.697199,5.055562,8.844174,-12.833204,2.572426
4323,2,38,3.298329,0.853334,-6.732881,-22.018024,2.930467,7.34419
4324,2,83,3.746651,-2.667786,-8.223304,-16.633542,6.334175,6.419307
4324,2,17,0.985064,4.847638,0.685496,10.072766,-3.767854,1.29639
4325,2,14,0.936597,5.569667,1.336668,7.415527,-10.960225,1.217235
4325,2,86,3.23271,-3.083724,-5.776767,-11.018613,4.906135,6.832575
4326,1,100,4.624025,1.486215,-1.797286,-13.05698,2.828661,3.494898
4327,2,61,1.098039,7.965867,0.97138,10.294798,-9.542094,1.142787
4327,2,39,3.584747,0.56464,-4.248898,-10.225036,3.218624,7.499506
4328,4,61,0.66329,8.710165,0.154183,-5.496175,-0.067715,5.031567
4328,4,28,0.66329,8.710165,0.154183,5.604323,-4.710078,5.031567
4328,4,9,0.66329,8.713083,1.244941,-4.427619,-0.381966,3.507207
4328,4,2,0.66329,8.713083,1.244942,6.638112,-5.268718,3.507207
4329,2,42,3.836331,3.407798,-0.248795,2.321558,-0.483351,4.85338
4329,2,58,3.836331,3.407798,-0.248795,-9.185808,5.001273,4.85338
4330,4,16,4.063216,2.628606,0.204957,6.171126,-3.656939,2.327064
4330,4,26,4.294153,-0.039422,-1.760703,-13.837741,7.512211,2.875026
4330,4,48,4.063216,2.628605,0.204957,-6.731713,2.792495,2.327064
4330,4,10,4.334353,-1.988324,-5.761458,-21.058395,7.661914,5.779388
4331,1,100,-0.86436,5.831643,0.135812,10.181988,-1.375688,0.841244
4332,2,28,2.98384,-1.014444,-2.692524,-10.142072,7.22546,6.920705
4332,2,72,-0.783485,6.284781,3.638563,4.39246,-8.246188,1.840992
4333,2,55,-0.034205,4.722562,5.153431,10.110602,-12.444959,0.762067
4333,2,45,3.899637,-2.121372,-9.396946,-16.277559,2.350311,6.349677
4334,2,76,3.943193,-2.835669,-5.63509,-16.976979,6.939194,8.042544
4334,2,24,3.718402,3.792468,2.183505,2.519011,-0.940915,2.576587
4335,1,100,0.82621,8.093855,0.705455,8.217176,-2.894357,2.200633
4336,1,100,1.907777,6.034429,4.7876,8.345763,-6.867684,1.616498
4337,2,76,3.758275,-1.131896,-6.325186,-12.085469,2.407352,6.793041
4337,2,24,0.72798,6.902511,-0.027908,5.695168,-8.196313,6.372832
4338,1,100,-0.736901,8.933468,4.649173,9.7683,-10.719801,0.310304
4339,3,47,2.870725,0.799813,-2.546618,-21.267506,5.435577,6.76139
4339,3,45,-0.13905,6.208969,2.692698,-2.16491,-5.820791,0.293215
4339,3,8,-0.13905,6.208969,2.692698,3.893409,-7.583011,0.293215
4340,1,100,3.479798,-1.15207,-2.240601,-23.559362,5.636649,6.410352
4341,2,84,-0.365101,6.312458,1.001273,9.179952,-3.248383,4.314726
4341,2,16,2.459849,-0.3138,-6.830711,-13.98046,7.206467,6.655533
4342,2,83,-1.335749,7.892861,0.677702,9.172,-8.946349,0.962389
4342,2,17,3.323076,2.421177,-4.505806,-11.333168,7.458333,6.837571
4343,3,34,2.960927,3.556171,1.869621,9.466054,-5.61955,4.238096
4343,3,50,3.036763,-2.892755,-2.010795,-3.584016,5.819293,6.512382
4343,3,16,0.687399,5.694055,3.745892,10.48465,-10.528938,2.862309
4344,1,100,1.200073,5.645065,2.413374,10.247083,-5.642027,2.989294
4345,1,100,-4.577946,8.215036,3.630086,10.958096,-9.614125,1.517568
4346,1,100,2.601718,4.991848,3.076097,9.569471,-9.024365,0.24523
4347,2,40,4.636347,-0.969866,-1.341596,-13.016437,6.433423,-2.020732
4347,2,60,0.342085,6.752019,2.854348,9.897492,-5.068696,-2.61804
4348,2,46,-0.124054,7.239363,2.844838,9.791186,-11.487623,1.457124
4348,2,54,3.614567,-2.813161,-9.118634,-17.381638,5.486793,6.769981
4349,1,100,-1.149496,9.202399,2.830632,7.925697,-3.830183,3.058179
4350,1,100,-0.408677,6.545967,0.719917,10.441651,-12.167012,3.860825
4351,3,36,1.712099,7.081066,1.395773,9.799001,-0.277387,2.240832
4351,3,19,1.712099,6.557499,-0.170053,3.047274,0.705642,7.396337
4351,3,45,1.712099,6.557499,-0.170053,-5.746377,4.65314,7.396337
4352,2,63,3.403507,-2.672972,-3.287837,-14.094788,2.720319,6.38648
4352,2,37,1.954124,5.952678,-0.321888,4.841439,-10.907008,5.859358
4353,1,100,5.555352,-5.621997,-5.829237,-17.163015,7.977281,5.667518
4354,3,28,3.621326,1.789728,1.552949,6.485666,-1.735357,0.398448
4354,3,66,3.632932,1.451081,-1.981827,-10.249842,6.960352,6.169747
4354,3,6,3.621326,1.789727,1.552949,-3.465252,4.677853,0.398448
4355,1,100,2.944082,-0.252395,-1.772913,0.513004,-4.919493,3.978564
4356,1,100,1.534526,3.789877,-2.321234,3.514144,-2.371845,6.067441
4357,1,100,0.156141,9.258573,2.918149,10.901662,-7.002565,0.331751
4358,2,75,4.047531,-0.641767,-8.807019,-20.62027,5.134696,8.433413
4358,2,25,1.465488,7.042322,0.076863,-6.694822,0.091233,7.713644
4359,2,91,5.419018,-7.427046,-5.843724,-18.724046,3.737809,6.93112
4359,2,9,2.311277,5.017687,-0.643592,9.02341,-6.788675,6.686739
4360,1,100,-3.238431,6.604441,2.733965,9.780425,-10.573641,2.532802
4361,2,96,0.00046,6.779359,2.741467,7.684672,-7.52405,0.103909
4361,2,4,0.033866,6.677027,-0.366525,4.152146,-3.703765,6.425261
4362,2,44,0.192295,8.863409,2.426555,10.47488,-5.79963,1.048281
4362,2,56,4.530654,1.379194,-4.128982,-12.160116,4.69746,7.156856
4363,1,100,1.93617,7.609168,5.144935,8.928565,-5.422478,2.895818
4364,2,53,3.332023,1.968334,-0.41113,-10.45007,2.228597,5.994234
4364,2,47,3.399834,-2.989724,-3.051773,-16.985511,5.898232,8.872369
4365,1,100,3.028887,-1.213638,-4.395884,-12.297742,5.636458,8.998802
4366,1,100,-3.004622,8.299032,2.813564,10.122994,-11.470959,1.794267
4367,1,100,4.257139,-0.181677,-2.233317,-5.598126,6.336434,4.558388
4368,2,39,1.054084,0.445777,-5.028282,-8.876958,-0.301728,6.57078
4368,2,61,-4.681628,6.617174,1.31253,9.238788,-9.745435,2.340423
4369,1,100,2.813227,-2.68642,-5.357513,-17.451398,6.337024,7.518997
4370,1,100,3.630737,-0.929664,-9.45442,-15.00924,5.59846,8.634481
4371,2,83,-0.920429,6.859773,4.667055,7.638706,-7.047367,2.393102
4371,2,17,3.659902,-2.047768,-4.163463,-15.356889,4.671336,8.024149
4372,1,100,-1.538668,6.239829,3.457954,7.891198,-12.411385,4.168213
4373,3,51,-0.416168,7.423521,-0.793844,1.164777,-4.340469,6.881509
4373,3,16,3.540314,0.189705,-7.70811,-18.414812,6.56857,7.459484
4373,3,33,-0.416168,7.423521,-0.793844,-5.459807,-4.231719,6.881509
4374,1,100,0.1303,7.038362,-1.335419,8.190089,-7.78894,4.606739
4375,1,100,0.102459,3.385219,2.561492,7.984331,-3.072083,-0.047934
4376,1,100,1.125187,6.157904,4.067316,8.17659,-9.693709,3.217314
4377,2,79,3.634185,4.209831,0.314564,7.428118,-2.480289,2.941117
4377,2,21,2.729224,7.554975,0.816302,7.698884,-4.079541,2.676938
4378,2,47,-0.230082,4.38155,3.308194,8.832424,-4.038229,2.080869
4378,2,53,3.471301,-2.712049,-4.413377,-13.131515,6.739274,6.171568
4379,2,95,-0.968986,6.024138,1.995216,8.912074,-8.994767,1.039256
4379,2,5,3.932728,-3.535729,-0.934309,-11.476249,6.424968,5.022352
4380,2,39,2.703806,-1.797038,-3.574671,-9.290195,5.358371,3.759471
4380,2,61,2.703806,-1.797038,-3.574671,2.50641,1.370603,3.759471
4381,1,100,0.266483,5.15847,2.704257,5.910573,-3.500589,0.359206
4382,2,51,2.264569,6.565391,-1.750423,6.64756,-8.391285,9.11678
4382,2,49,3.385865,-0.041472,-9.466348,-10.645809,1.583371,9.119158
4383,2,33,2.757921,-0.356032,-4.061212,-7.311322,7.671494,1.920095
4383,2,67,-2.888753,7.130572,2.795718,11.112029,-8.545871,-3.008892
4384,1,100,3.081465,5.234792,3.608728,11.996409,-7.875174,-2.115726
4385,1,100,2.927082,2.142073,1.273418,4.367916,-3.545536,2.253681
4386,1,100,3.789353,-2.491884,-9.72434,-22.659883,6.789262,5.936963
4387,1,100,5.10871,-3.397171,-5.710565,-16.293954,7.692181,3.377685
4388,1,100,3.752956,4.970538,4.005979,7.376102,-3.010815,1.042742
4389,1,100,4.575264,-3.040963,-1.98772,-10.819252,4.308538,5.010184
4390,3,44,4.589617,-2.081665,-6.778295,-12.903181,5.358287,5.591346
4390,3,26,4.589366,1.359181,1.008652,-6.948329,-0.10451,1.287342
4390,3,30,4.589366,1.359181,1.008652,2.459147,-4.052255,1.287344
4391,1,100,4.144653,-1.334941,-4.841125,-20.489657,5.016725,6.952258
4392,1,100,-0.683697,7.720824,0.888866,9.914166,-8.391423,2.327819
4393,1,100,-0.187618,6.043067,3.120188,7.976405,-7.390034,-1.166274
4394,1,100,2.838877,0.351867,-9.954135,-9.194687,-2.350691,6.620212
4395,1,100,-2.046378,7.188378,2.521997,9.355519,-9.599153,1.435342
4396,1,100,0.436867,6.764205,-2.08011,4.544232,-4.984428,8.266076
4397,2,59,2.861008,0.344289,-7.218679,-14.719122,6.827243,6.601657
4397,2,41,-2.216538,6.825956,1.085066,9.912341,-7.42099,-0.018453
4398,1,100,-1.469829,6.492116,0.982547,8.444628,-5.994539,1.298521
4399,1,100,2.33861,-4.156933,-4.788126,-7.773224,7.21797,6.090426
4400,2,57,2.518899,0.568637,-3.777202,-14.759593,2.928446,5.577745
4400,2,43,1.680989,5.036696,3.088631,10.573241,-4.090774,1.232206
4401,2,71,3.814833,-4.216332,-10.873911,-14.946076,6.950384,6.681383
4401,2,29,0.146775,5.780492,-1.390333,7.544613,-5.479029,3.868009
4402,2,83,4.814676,1.906425,-0.118105,6.08514,-1.180481,-1.592915
4402,2,17,4.814677,1.906423,-0.118105,-5.759725,2.925191,-1.592915
4403,2,70,2.210762,5.944361,2.723356,6.06074,2.006374,0.805131
4403,2,30,3.328433,0.227943,-6.057731,-11.322184,8.040264,6.880874
4404,1,100,3.454426,-3.461737,-7.491787,-18.462372,5.093452,7.034936
4405,1,100,3.717596,-2.831158,-7.468826,-21.566709,7.075199,6.934732
4406,2,58,3.028776,1.325961,-8.419778,-17.689447,3.005551,8.100666
4406,2,42,1.134254,4.710857,1.378649,8.932745,-10.051451,2.174478
4407,2,62,-0.829485,6.553259,-0.083557,9.410093,-2.649782,5.547298
4407,2,38,2.0422,0.07549,-5.642849,-11.1943,4.131924,6.41707
4408,3,27,4.068656,-1.157545,-3.65149,-14.228402,4.483645,7.877341
4408,3,51,0.288192,5.885119,2.831966,11.264039,-10.183724,2.805393
4408,3,22,0.288261,5.406182,-0.775601,7.180783,-7.710262,7.039001
4409,1,100,-1.083835,7.948529,2.129728,8.437138,-8.232689,1.326706
4410,1,100,1.935869,-2.299925,-6.306654,-18.177611,4.677052,6.802404
4411,1,100,0.393787,5.523992,1.751713,8.849194,-11.082069,1.95661
4412,1,100,0.191949,2.535432,-10.602534,-5.002629,3.980834,5.864766
4413,2,81,0.65734,7.274275,1.821449,10.833672,-3.909351,0.205678
4413,2,19,4.689031,0.529731,-2.009931,-17.24095,6.942123,5.673372
4414,2,73,3.456188,1.917156,-9.501731,-16.455172,7.072469,4.063143
4414,2,27,3.428655,3.208621,-4.684257,-15.737328,7.068018,4.062677
4415,1,100,4.579888,-3.958536,-5.621709,-14.086047,4.180983,3.182242
4416,1,100,2.948199,1.862523,-0.114664,8.661121,-12.990724,2.704134
4417,2,31,4.213897,-2.834163,-4.46708,-20.698527,5.29596,7.211643
4417,2,69,0.254472,6.163079,2.059457,8.693314,-12.031787,1.632026
4418,1,100,4.591411,-11.456433,-4.343167,-17.213188,7.970374,9.100021
4419,1,100,-0.649123,8.062305,1.23506,9.783599,-6.836221,5.440622
4420,2,65,-1.079173,5.442973,-0.191567,7.032806,-8.816984,4.75265
4420,2,35,3.154393,0.706259,-3.054709,-4.97446,-2.244656,6.762454
4421,2,75,2.603391,5.806107,4.040153,9.321151,-7.857055,2.453781
4421,2,25,2.944033,1.715057,-2.520562,-17.672537,2.374315,8.642558
4422,2,68,0.913123,5.970215,1.649423,9.582982,-8.17961,0.198261
4422,2,32,2.904961,-0.27167,-2.729816,-15.13436,6.070543,5.990423
4423,1,100,2.695625,6.771357,0.799172,10.087817,-5.924322,2.774348
4424,1,100,3.647164,-8.209347,-2.903027,-22.500336,6.345082,3.097605
4425,1,100,-1.199228,6.987423,4.688816,10.814121,-9.966686,1.016426
4426,2,60,3.430347,-0.566613,-8.058357,-15.160316,6.46843,5.723379
4426,2,40,2.104414,6.390855,0.179304,10.743887,-0.516534,4.788003
4427,1,100,4.266936,-0.185556,-9.680591,-17.971451,7.11743,6.648128
4428,1,100,3.871936,2.077754,0.456643,-9.283071,2.961149,-0.215216
4429,2,66,4.123557,-0.920401,-4.731608,-17.441379,6.6721,7.368332
4429,2,34,3.147377,6.758083,1.288681,8.929508,-5.790954,3.172099
4430,2,99,0.468783,8.377693,3.111069,7.56878,-9.150729,0.45762
4430,2,1,4.469699,-2.284995,-3.160337,-18.164339,6.125951,6.025954
4431,1,100,5.69914,-1.842863,-10.154847,-21.330766,6.480928,6.842666
4432,1,100,2.633166,7.004327,5.60937,6.882696,-2.723564,-2.990599
4433,5,17,4.243286,1.925087,2.252209,-3.874812,0.092785,0.299973
4433,5,35,4.248885,1.864898,-1.243614,-10.323331,4.617776,6.053198
4433,5,36,4.243286,1.925088,2.252209,2.62725,-5.558514,0.299973
4433,5,10,0.915586,6.435108,2.984431,8.045115,-11.954256,0.298685
4433,5,2,0.921622,6.428117,-0.430334,6.496115,-7.70778,5.242398
4434,1,100,2.45725,8.721022,3.585561,9.073593,-3.830952,1.934587
4435,1,100,3.951821,0.483671,0.683994,-10.953225,4.952535,0.808158
4436,1,100,3.245212,3.606366,0.264613,4.84632,-7.040705,0.275187
4437,2,52,3.386597,5.36066,-2.215912,-8.871977,3.953039,8.045187
4437,2,48,4.671058,-1.199425,-8.47798,-19.427379,4.872466,8.0601
4438,2,48,1.934739,5.875257,1.976334,3.881903,-6.833321,2.666923
4438,2,52,4.732202,-1.374927,-9.645936,-19.122816,6.057462,6.930518
4439,1,100,4.681532,-2.00745,-7.44967,-18.179115,6.336665,8.478852
4440,1,100,3.389623,-0.815052,-9.749547,-16.023425,7.629078,6.832549
4441,1,100,-1.43547,7.322499,0.734677,10.881757,-11.643539,2.837332
4442,4,44,3.434097,1.800679,1.438506,-6.880957,4.656859,1.588469
4442,4,30,-2.182107,7.430803,2.131715,10.814118,-4.320998,0.656501
4442,4,7,3.43419,-4.696443,-4.940068,-21.602626,6.34242,6.450065
4442,4,19,3.434097,1.800679,1.438506,5.997693,-1.702012,1.588469
4443,1,100,3.924927,-5.393293,-9.067081,-19.348295,8.403568,7.414737
4444,1,100,3.492143,-6.489561,-3.087718,-14.456382,3.656689,2.455393
4445,2,58,1.159109,6.495983,-0.324845,6.445293,-5.762785,4.006604
4445,2,42,4.230693,-1.667089,-4.332906,-14.022795,4.641333,5.125135
4446,1,100,4.432608,-2.406977,-7.337644,-17.687447,7.255335,7.134393
4447,2,19,4.115163,-1.424507,-6.937999,-18.024849,8.498286,8.180269
4447,2,81,4.114935,2.120965,-1.917348,-7.788143,8.460225,2.431808
4448,1,100,3.812183,-4.128782,-7.452505,-20.036724,4.119542,6.393811
4449,2,93,3.814548,-3.844355,-4.613291,-19.63968,7.895963,6.576925
4449,2,7,1.549425,5.192124,3.361917,7.919374,-2.110961,2.728111
4450,1,100,0.293637,7.66764,-0.835707,6.745526,-2.539303,3.157815
4451,1,100,0.342261,5.748698,3.658328,9.921067,-5.11761,1.726296
4452,1,100,0.174139,7.390477,1.499748,10.725139,-6.394593,-1.332173
4453,2,46,-0.907814,6.818067,0.963739,10.315463,-7.164779,3.307164
4453,2,54,0.59247,2.627713,-6.463021,-12.160199,3.121406,8.041138
4454,2,60,3.781512,4.396049,3.091214,-2.710345,-2.760827,0.576678
4454,2,40,3.781512,4.396049,3.091214,2.337992,-8.496926,0.576678
4455,2,60,3.708956,2.654726,0.220664,7.909553,-2.90843,2.859113
4455,2,40,3.77126,-0.305716,-7.798871,-15.2381,4.171275,4.791906
4456,2,84,3.723528,-6.744237,-4.23892,-13.779562,3.40405,6.061888
4456,2,16,-0.457886,4.665522,3.048831,10.131168,-9.271974,0.16171
4457,3,51,6.1084,-2.105595,-7.816637,-19.864356,6.229792,6.457789
4457,3,45,4.120279,3.822459,-1.459038,4.778253,-0.023881,6.374492
4457,3,4,4.120279,3.822459,-1.459038,-4.930837,2.835811,6.374492
4458,3,19,0.601183,5.756473,1.862075,8.177567,-10.244278,1.375751
4458,3,36,0.631856,5.724633,-0.246368,7.564581,-8.62604,5.083612
4458,3,45,3.682844,-1.197147,-2.727289,-9.548789,4.823106,5.348651
4459,2,59,-3.103783,6.736668,0.119736,9.676249,-4.217565,4.236679
4459,2,41,2.861365,-1.727911,-2.611799,-15.351624,5.170781,5.41497
4460,2,53,2.900857,2.51821,0.916967,-6.709823,2.427185,-0.549821
4460,2,47,2.900857,2.51821,0.916967,4.177366,-3.078933,-0.549821
4461,1,100,-0.03919,8.21979,1.764657,6.520208,-9.634554,0.611735
4462,1,100,1.853133,5.240684,2.696078,9.458622,-6.017101,-2.914384
4463,3,35,-0.022083,6.672494,0.201879,1.733306,-8.295091,7.009924
4463,3,50,-0.022083,6.672494,0.201879,-4.615377,-6.756442,7.009924
4463,3,15,3.021211,0.793998,-8.060407,-21.355214,1.252663,8.430767
4464,1,100,-0.126753,7.049125,3.81982,9.808381,-10.769367,2.887574
4465,2,62,4.802058,-0.798314,-9.185204,-13.693762,4.952034,3.911541
4465,2,38,2.570512,7.447238,0.943999,9.370541,-3.066289,2.519809
4466,2,44,1.073184,5.669889,0.764815,9.825426,-11.041603,-0.409057
4466,2,56,3.67874,-0.149812,-2.22074,-8.558369,4.420423,1.218486
4467,1,100,2.701974,5.814266,2.502412,8.82102,-7.904957,-0.525862
4468,2,52,4.660886,-2.667663,-4.244824,-9.156192,8.55271,6.998257
4468,2,48,2.407786,7.206131,-0.958167,8.821557,-2.749432,2.110369
4469,1,100,3.419391,-8.247397,-10.607011,-18.525573,7.292178,5.891028
4470,2,81,-0.228793,6.570023,-0.754962,3.591529,-6.154407,8.131432
4470,2,19,-0.228847,6.584597,3.108724,11.327323,-8.082578,2.393601
4471,2,68,0.494667,5.934369,-0.037478,7.46618,-6.956589,6.445095
4471,2,32,3.589555,-1.251253,-3.777235,-10.755607,4.218512,8.041801
4472,1,100,4.068025,3.332412,0.719631,3.756039,-5.070505,4.302975
4473,1,100,-4.715165,9.347425,2.707504,9.192792,-17.424811,4.557893
4474,2,82,3.03922,-2.509011,-2.312991,-7.714036,7.808414,1.386703
4474,2,18,3.03922,-2.524305,-4.283821,-14.072428,7.857527,6.281499
4475,2,58,5.879626,0.775635,-0.670297,-9.489233,5.083901,2.717184
4475,2,42,5.951419,-3.562477,-7.192102,-18.295236,5.909267,6.721488
4476,1,100,4.363548,-7.344399,-5.681864,-16.150053,4.992849,5.118588
4477,1,100,1.025041,5.157188,3.040604,6.620983,-8.786702,0.37557
4478,2,67,3.22394,-2.196647,-8.141544,-22.685405,3.259959,5.704121
4478,2,33,-0.883431,7.951291,1.428641,8.75636,-11.382553,-0.466036
4479,1,100,3.576342,-4.662676,-4.884514,-20.255231,5.493117,7.963706
4480,2,23,5.575186,-1.000368,-9.385302,-16.947742,6.948283,5.762458
4480,2,77,2.12067,8.893955,0.122544,9.274579,-1.343858,2.649133
4481,1,100,-0.707174,5.152047,2.089053,10.061866,-6.378105,1.852716
4482,1,100,3.875408,-3.442244,-3.762472,-17.293291,5.836308,5.906156
4483,2,87,3.600905,-2.867055,-7.837902,-13.984934,6.436754,6.028961
4483,2,13,2.926503,3.268674,1.729821,6.139318,-4.597754,0.738906
4484,3,19,1.122277,4.095619,-1.627168,-4.606973,4.794211,8.03084
4484,3,65,4.634677,-2.747279,-9.729219,-17.816503,7.816682,8.166521
4484,3,16,1.122277,4.095619,-1.627168,4.219038,-1.125111,8.03084
4485,2,79,3.068068,-0.903861,-2.897621,-16.717601,7.072682,6.570617
4485,2,21,2.683424,4.759389,1.155926,-7.282838,5.243755,4.733615
4486,3,41,4.192233,2.103881,0.141545,-4.75492,5.068803,1.111968
4486,3,42,4.192233,2.103881,0.141545,6.274601,1.450369,1.111968
4486,3,17,0.839271,5.750432,0.219099,10.016906,-3.493635,0.948244
4487,1,100,1.622896,6.577365,1.490625,5.878898,-11.030207,1.183405
4488,1,100,4.521295,-2.2426,-10.945677,-22.248382,6.187092,6.53768
4489,1,100,-0.023849,7.194775,1.676706,9.974868,-3.243474,-1.223962
4490,1,100,1.688245,4.24776,3.055181,7.479692,-9.65029,0.562601
4491,2,52,0.088122,7.187936,0.669198,6.900514,-7.799733,4.683895
4491,2,48,3.914681,-0.84546,-5.371916,-13.267736,3.295414,5.630463
4492,1,100,4.766946,-5.034728,-5.899931,-18.390122,7.74402,6.0471
4493,3,63,0.63446,6.72243,0.02244,-2.569863,3.407347,2.56478
4493,3,35,0.63446,6.72243,0.02244,7.231304,-1.891008,2.56478
4493,3,2,4.079378,-0.710227,-6.804313,-19.090693,6.468483,6.546217
4494,1,100,3.785691,-2.29345,-13.176854,-14.37995,6.283483,8.08627
4495,1,100,5.214794,-4.169519,-3.61089,-18.981407,6.490129,7.012775
4496,1,100,5.241916,-6.14426,-5.283202,-24.219111,9.369525,5.901401
4497,3,53,4.10562,2.368683,0.643445,6.126311,-5.474651,-0.978087
4497,3,32,4.115953,-1.170995,-0.587303,-7.295615,3.478172,1.744637
4497,3,15,4.115953,-1.171002,-0.587304,1.819295,-2.165423,1.74464
4498,1,100,0.177185,4.854886,1.756953,8.630315,-8.689682,6.056015
4499,2,43,2.04988,4.452542,-1.458076,3.328893,1.677119,5.944162
4499,2,57,2.049879,4.452542,-1.458075,-7.887473,4.55558,5.944162
4500,1,100,4.813609,-5.602605,-8.747437,-20.564381,5.223204,6.869085
4501,2,68,5.053599,-3.578158,-8.0355,-13.874213,7.48156,6.567754
4501,2,32,2.240641,5.949366,1.900559,8.01782,-3.826198,0.666355
4502,1,100,6.17804,-0.522336,-3.625188,-11.865383,6.569555,2.91748
4503,3,69,5.422693,-2.388664,0.382676,2.23777,-0.977871,0.853403
4503,3,8,5.422693,-2.388664,0.382676,-0.412429,4.527593,0.853403
4503,3,23,5.422693,-2.388664,0.382676,-7.053109,4.583286,0.853403
4504,1,100,5.908533,-6.563545,-13.084104,-21.274217,5.996339,8.796417
4505,1,100,5.190711,-5.110708,-7.494641,-20.402989,8.43394,6.451232
4506,2,13,5.1048,0.64916,-2.830098,-16.73268,5.932096,6.652365
4506,2,87,4.890379,2.435986,-1.453047,-11.585563,4.902942,5.217424
4507,2,87,3.814936,-4.474089,-6.620324,-17.504919,6.102646,4.149711
4507,2,13,0.653208,7.042169,0.978788,2.658525,-8.830935,3.26139
4508,1,100,3.751557,-3.325349,-4.45026,-15.061437,5.88241,8.236092
4509,1,100,1.333678,7.834526,1.511157,11.196745,-10.252649,0.359736
4510,2,32,1.617449,5.103147,2.1213,8.273261,-3.801116,3.054293
4510,2,68,2.085584,0.323584,-4.989617,-16.739238,5.808912,8.182898
4511,1,100,4.08576,-0.195376,-0.116284,-15.252268,3.024485,4.261968
4512,1,100,1.321005,5.726323,0.91787,12.107488,-10.361235,-0.463227
4513,1,100,3.066082,-2.224918,-8.028319,-12.599036,6.746032,5.91295
4514,1,100,1.434724,6.222418,1.754013,10.509735,-4.809899,1.569842
4515,2,86,4.018673,2.822718,-0.433693,-13.782844,4.304129,3.988485
4515,2,14,4.06294,-1.590838,-5.718772,-18.364786,8.623611,5.852414
4516,1,100,4.195862,-1.233188,-6.174873,-17.139339,3.396755,6.100599
4517,1,100,4.627761,-2.393403,-8.99003,-19.232507,3.730394,6.173857
4518,4,45,5.025737,-0.961662,-8.622248,-23.55944,6.428335,8.621815
4518,4,23,0.44686,4.882782,-1.374307,-3.167152,-0.36081,8.583768
4518,4,19,0.426023,6.386316,1.903658,9.39027,-8.428744,2.829498
4518,4,13,0.44686,4.882782,-1.374307,3.961172,-6.512836,8.583767
4519,1,100,-1.601924,6.523633,-2.143117,10.658327,-7.528918,4.918238
4520,1,100,2.330469,5.064885,-0.465301,7.310961,-1.559127,1.477557
4521,3,30,2.428985,4.212383,-1.846218,-5.667755,7.899224,6.962881
4521,3,51,2.427918,6.322077,3.794676,10.805656,-4.093288,0.936614
4521,3,19,2.428985,4.212383,-1.846218,5.374017,1.875337,6.962881
4522,1,100,0.462588,7.301773,1.183656,7.11693,-4.54033,0.921971
4523,2,76,3.364766,5.124204,-1.406069,-5.727641,3.50016,6.53663
4523,2,24,3.364766,5.124204,-1.406069,3.279073,-0.868908,6.53663
4524,1,100,3.372157,1.277972,-0.970673,-10.061529,6.122995,7.553298
4525,2,72,2.108706,2.689035,3.883829,2.877327,-8.037273,0.554039
4525,2,28,2.850935,-2.010537,-1.074826,-13.48401,2.785828,2.500669
4526,2,69,0.774745,7.946708,1.162462,-2.629766,1.306853,6.782565
4526,2,31,0.774745,7.946708,1.162462,3.895966,-2.883688,6.782565
4527,3,53,3.023514,1.956641,-2.572294,-8.488691,4.332498,0.63912
4527,3,30,3.023514,1.956642,-2.572293,4.04113,-1.846953,0.639119
4527,3,17,0.484627,6.158873,0.101854,9.58686,-6.217614,-0.541014
4528,1,100,0.459292,7.766939,1.153391,9.773458,-2.227646,3.818548
4529,2,81,2.913927,-1.687331,-2.264175,-9.12902,2.669969,6.01706
4529,2,19,-0.261005,6.369317,2.326867,11.091614,-12.044968,-0.472738
4530,1,100,4.750356,-3.041545,-8.517863,-17.501363,4.009115,7.744514
4531,1,100,2.014361,0.462787,-3.096399,-11.484588,3.313702,6.089234
4532,2,54,2.427876,4.126383,-0.043191,-10.448334,5.004541,6.358799
4532,2,46,3.816737,-0.52338,-5.699396,-18.98185,6.442573,6.766208
4533,1,100,3.449139,-3.994134,-5.259788,-17.630535,1.852367,5.395852
4534,1,100,5.410058,1.731751,0.87078,5.041726,-4.525434,0.134855
4535,1,100,3.423582,-3.48212,-8.629935,-18.889051,6.890805,8.730988
4536,2,90,2.011965,-0.631944,-3.253516,-8.397515,-1.196208,6.212266
4536,2,10,0.137109,5.703069,1.518084,9.187335,-10.745465,1.905702
4537,1,100,1.269028,8.615993,2.001703,9.273984,-8.851836,1.369139
4538,1,100,2.724554,6.515837,1.089186,10.984587,-3.855031,-1.98976
4539,3,18,1.570552,5.263228,-0.459308,-2.825632,-1.449367,4.225835
4539,3,65,5.125909,-3.849821,-9.433812,-19.577172,7.469576,5.156608
4539,3,17,1.570552,5.263228,-0.459308,2.186873,-6.162065,4.225835
4540,1,100,3.95517,0.957566,-7.342118,-27.528469,8.538549,8.225777
4541,1,100,-0.171016,6.443093,2.120522,10.453745,-5.976747,0.642976
4542,2,78,2.333108,8.677925,0.592877,9.0715,-5.393041,1.531142
