model number,number of steady states,number of runs that converged,AMPK,mTOR,SNAIL ,ZEB,miR200,miR34
2465,2,76,0.84583,5.62136,1.592009,9.618303,-6.145528,1.350266
2466,1,100,-0.403602,5.891124,3.766926,9.918377,-6.042071,-4.268267
2467,1,100,4.197722,-2.356293,-4.47672,-12.066913,5.23296,8.256617
2468,1,100,-2.384381,5.907707,2.425906,7.359423,-11.96013,1.80707
2469,1,100,2.732678,4.209449,0.114017,-10.367902,6.995844,7.314124
2470,2,42,3.718576,1.148049,-4.865372,-24.208944,8.870261,8.84083
2470,2,58,-0.893483,6.146432,2.311848,5.483395,-9.499217,3.318638
2471,1,100,-0.556947,7.194525,1.805645,10.178914,-5.596243,2.820909
2472,1,100,0.508896,8.777942,2.820973,8.913043,-0.870494,-2.665245
2473,1,100,4.23923,-1.025741,-10.058478,-9.033175,5.420166,6.543722
2474,3,47,3.209918,0.291599,-9.171805,-16.438986,6.876358,6.626688
2474,3,16,-0.868169,6.82077,-1.402655,-10.958995,4.179623,6.61296
2474,3,37,-0.868169,6.82077,-1.402655,0.382275,-2.10677,6.61296
2475,2,56,0.948555,5.42958,1.054868,7.13609,-3.801769,0.01997
2475,2,44,2.46151,-0.774449,-4.481866,-15.074734,7.01983,5.560527
2476,4,45,2.655881,-0.029384,-4.398073,-9.989822,3.063001,7.056442
2476,4,19,2.593277,5.103864,-1.242808,-5.542986,2.975473,6.957894
2476,4,22,2.593277,5.103864,-1.242808,1.099619,-0.547225,6.957894
2476,4,14,2.593256,5.106523,1.997414,10.706026,-5.531026,3.458177
2477,1,100,0.746266,3.569415,0.639824,6.197478,-4.699658,4.120882
2478,1,100,4.392918,-3.899838,-12.015241,-24.857151,7.723565,8.415778
2479,1,100,2.320325,5.965939,2.022384,9.179049,-7.160678,-2.252763
2480,2,91,-0.424311,7.801244,-0.459191,7.926997,-11.66742,-0.314105
2480,2,9,0.970036,5.33855,-4.317112,-7.877858,3.864862,6.105735
2481,3,85,5.144826,-5.31011,-3.283573,-23.688017,8.965262,6.727577
2481,3,9,1.464274,4.469288,2.655657,7.133485,-3.465046,4.886547
2481,3,6,1.464274,4.469288,2.655657,-3.683927,2.239672,4.886547
2482,4,37,4.157818,1.048167,-1.074459,3.696399,-0.961331,3.112427
2482,4,44,4.168067,-4.620289,-4.844436,-12.541214,5.877284,5.575925
2482,4,15,4.157818,1.048167,-1.074459,-5.125478,3.591048,3.112427
2482,4,4,1.331093,7.013024,2.508445,9.040765,-6.751227,-0.756267
2483,1,100,-0.550872,6.901625,3.352886,8.875816,-5.874844,-1.261338
2484,1,100,4.432563,-0.660033,-0.8309,-11.621901,5.386144,4.792768
2485,2,85,2.791332,-2.46174,-5.371973,-15.42037,6.499234,6.517431
2485,2,15,-2.557475,5.525876,-0.635185,9.037431,-6.197718,0.669135
2486,1,100,4.447533,-3.103292,-6.452278,-26.963326,6.66249,7.888628
2487,2,33,4.153779,0.87126,-4.075747,-13.701194,7.313134,6.881614
2487,2,67,2.924794,6.112847,1.098352,6.079391,1.094672,1.899248
2488,1,100,3.109829,6.270306,1.338877,10.362539,-1.129716,-1.02088
2489,2,81,-3.904031,5.320371,-0.02476,3.07898,-2.88966,6.8954
2489,2,19,-3.904059,5.320447,1.427498,9.191025,-6.997404,3.621478
2490,1,100,4.916202,-6.173588,-3.706543,-17.467464,6.27952,5.064024
2491,1,100,3.973372,-3.789775,-1.370623,-11.623662,5.413514,0.048468
2492,1,100,4.285162,-4.463351,-6.845439,-7.59176,3.048453,1.856043
2493,1,100,5.660197,-7.078939,-3.91599,-15.460268,6.326559,5.366935
2494,3,21,3.058856,5.217851,0.33523,8.887668,-2.862575,2.993682
2494,3,46,3.378591,0.369184,-5.108923,-2.200269,-0.287481,4.936795
2494,3,33,3.378591,0.369185,-5.108922,3.537204,-0.289148,4.936795
2495,1,100,4.025241,-3.979938,-6.185296,-17.178524,7.430769,6.834337
2496,1,100,1.634081,-1.494056,-7.605994,-12.690259,4.821813,6.714751
2497,1,100,3.934664,-1.583564,-1.184101,-9.52607,6.587977,2.172976
2498,1,100,6.172697,-5.368652,-8.497876,-22.382133,7.65125,8.225524
2499,2,46,-0.833735,6.389131,3.550098,9.107217,-6.805507,-0.363457
2499,2,54,2.099289,-0.055996,-7.147058,-15.575023,6.277871,6.074968
2500,2,14,3.942782,0.138881,-0.908322,2.448953,1.120903,4.222907
2500,2,86,3.942782,0.138881,-0.908322,-6.315594,7.710575,4.222907
2501,1,100,0.519934,5.905285,2.825723,10.895211,-7.869966,2.500934
2502,1,100,4.059296,-5.082576,-5.07787,-19.123818,5.161493,8.179772
2503,1,100,-0.22384,5.040804,4.093524,10.449576,-3.780028,0.738139
2504,1,100,4.040148,-3.893537,-7.451187,-17.996361,6.213872,6.542375
2505,1,100,1.988092,5.458997,1.136963,5.391427,-6.640786,3.754802
2506,1,100,0.84482,5.037305,0.531682,12.325377,-4.952405,2.071505
2507,1,100,1.452585,8.04568,2.51301,5.326466,-3.078452,-1.363462
2508,2,53,3.352813,2.593684,-0.733484,-2.83448,5.782909,5.217828
2508,2,47,3.352813,2.593684,-0.733484,1.798951,2.858026,5.217828
2509,2,88,-1.362813,4.904944,1.580871,10.940658,-5.201802,3.18602
2509,2,12,0.425248,-1.586189,-2.94808,-12.520389,5.101681,6.476374
2510,1,100,3.7073,-5.118894,-10.162719,-15.6649,5.648562,6.901193
2511,3,7,-0.155238,5.667401,0.090966,2.520352,-2.103563,6.9744
2511,3,72,-0.155238,5.667401,0.090966,-5.448658,1.939677,6.9744
2511,3,21,-0.159949,5.714159,3.353727,6.129271,-5.612414,1.458993
2512,1,100,-0.059233,6.831597,3.164822,9.453192,-14.535462,4.361089
2513,1,100,3.617008,-2.166104,-7.647065,-12.262912,6.404815,7.058885
2514,2,79,4.026948,-0.387926,-9.217177,-13.21157,5.941961,7.851148
2514,2,21,1.461606,6.438343,2.964006,10.200666,-10.165992,3.715592
2515,1,100,3.227717,1.848065,-3.495017,-17.749507,1.755059,6.821699
2516,1,100,4.44068,-0.836284,-7.816686,-17.237627,7.338654,8.432519
2517,2,42,1.832015,-1.589735,-0.560718,2.450913,-5.72823,3.29196
2517,2,58,1.832015,-1.589727,-0.560716,-5.677865,0.409682,3.29196
2518,2,79,0.09741,9.03704,2.204562,9.986661,-9.966283,1.688059
2518,2,21,4.383849,-0.111415,-7.197286,-22.78965,7.116604,7.5153
2519,2,93,3.827624,-2.989171,-0.823007,-6.880429,1.390315,3.572004
2519,2,7,1.682542,2.837195,1.400032,10.157763,-7.699566,-1.852367
2520,1,100,2.503055,-5.773795,-5.144351,-10.008823,1.614804,6.227423
2521,1,100,4.000511,-6.787105,-6.930597,-9.733041,6.818931,4.165943
2522,2,81,4.093756,-0.264505,-1.997872,-15.410555,3.959897,7.133019
2522,2,19,4.093756,-2.479304,-5.394601,-20.041985,4.335518,7.664867
2523,2,54,-0.504976,6.89371,1.245037,7.919909,-4.351496,0.087231
2523,2,46,3.764301,-0.811635,-6.745532,-19.706444,6.621845,4.973104
2524,1,100,4.291717,-0.948724,-7.319578,-22.327886,8.191006,5.354209
2525,1,100,2.999533,-0.738242,-4.694374,-14.199987,1.198802,5.901265
2526,1,100,1.755431,8.852765,4.48787,7.568438,-2.130252,0.797258
2527,2,92,2.448329,6.659854,1.220797,-4.693036,2.220678,2.926837
2527,2,8,2.448329,6.659854,1.220798,3.530366,0.1879,2.926836
2528,2,19,1.723508,7.116357,1.228331,1.759412,-0.087731,0.546014
2528,2,81,1.723508,7.116357,1.228331,-3.04261,1.758847,0.546014
2529,1,100,2.112632,-3.925924,-8.990527,-17.367102,6.512793,7.461547
2530,1,100,-1.915763,6.020086,3.946912,8.701886,-12.820918,0.142907
2531,1,100,2.527777,6.21417,1.70931,-8.91624,5.064081,0.082881
2532,1,100,4.23143,1.887164,-8.202796,-11.852624,5.333092,8.739099
2533,1,100,2.365337,5.622377,1.426222,10.246375,-4.381402,0.431651
2534,4,37,2.064312,-1.340976,-4.149344,-10.733888,2.616025,5.638524
2534,4,20,-1.903837,6.217348,1.118458,11.319951,-8.557066,0.277796
2534,4,36,2.064312,-0.394775,-1.060661,5.205161,-3.690842,3.352566
2534,4,7,2.064312,-0.394774,-1.060661,-6.321531,2.575185,3.352566
2535,2,86,-0.657196,7.189549,1.259177,10.741684,-1.868768,1.320553
2535,2,14,2.718027,0.896217,-6.519232,-17.489933,4.160479,6.791496
2536,2,86,5.730328,-5.287338,-9.479895,-19.817643,6.567414,7.185483
2536,2,14,1.743604,5.542299,1.644596,9.784049,-7.531219,2.049192
2537,1,100,4.711986,-2.495684,-6.121951,-15.985675,7.295596,6.267036
2538,1,100,1.331529,6.573572,0.402037,8.797386,-3.616329,1.121665
2539,1,100,1.323798,6.915632,1.613256,9.785331,-7.09794,1.103184
2540,1,100,0.39405,5.418188,1.294394,-0.442291,-2.075665,4.215078
2541,1,100,4.822297,-4.399797,-5.336603,-17.100156,7.865934,5.915875
2542,1,100,2.503773,5.184995,4.14047,9.847901,-9.710288,0.421925
2543,1,100,1.826486,4.762728,-3.511368,-13.772319,5.620079,6.805054
2544,1,100,2.395961,0.022168,-0.126367,-6.645787,1.113453,2.898596
2545,2,44,1.935103,6.945513,0.43828,11.667156,-6.057368,2.938446
2545,2,56,5.007603,-0.452759,-5.433523,-12.67887,5.026498,4.862521
2546,2,86,4.264353,-5.613334,-5.437096,-16.528202,6.468959,7.222334
2546,2,14,0.608236,5.561032,-1.651875,5.707481,-4.990409,7.181219
2547,3,25,-0.329661,7.806848,0.656123,-1.584347,0.216889,5.465601
2547,3,40,4.485407,-0.593009,-8.898837,-12.823013,6.475687,6.616532
2547,3,35,-0.329662,7.806848,0.656123,2.840319,-0.235529,5.465601
2548,2,26,-0.222231,7.172711,1.080414,7.798101,-3.972831,4.33868
2548,2,74,-0.222231,7.172711,1.080414,-3.892733,0.908583,4.33868
2549,2,26,3.044062,2.69887,-3.352676,-10.345559,3.552285,6.455732
2549,2,74,0.454457,7.715949,-0.34261,5.476991,-10.209148,5.692854
2550,1,100,3.143218,-2.562366,-2.53942,-9.236592,0.156032,6.269022
2551,2,17,3.193585,1.942246,-8.284954,-10.060116,4.407448,6.428031
2551,2,83,1.081374,7.593041,1.648678,10.647045,-3.095838,0.949462
2552,1,100,3.18098,0.547977,-1.146837,-10.80085,4.60201,3.299968
2553,1,100,4.412722,-1.886727,-10.033465,-15.725563,9.900253,8.690674
2554,2,45,-1.641628,2.687842,3.424375,3.883514,-7.274286,4.225806
2554,2,55,2.972369,-3.62374,-5.023183,-17.089912,5.003206,8.472895
2555,2,42,1.230571,6.628631,0.911124,9.575767,-10.935399,4.451758
2555,2,58,4.205873,-1.075201,-4.493644,-15.273358,4.734861,7.749169
2556,1,100,4.001175,-1.591321,-7.388181,-16.185581,6.67939,7.877863
2557,1,100,4.235765,0.872711,-3.398981,-15.300028,7.149554,5.940933
2558,2,42,4.254428,2.540592,-2.373502,-14.825029,7.991872,6.966943
2558,2,58,3.582864,5.485603,1.302429,8.535704,-3.168079,1.775011
2559,1,100,3.076796,-1.200429,-5.947478,-14.228163,5.233791,6.759131
2560,1,100,0.634256,9.31173,2.448601,8.75864,-11.722585,2.807787
2561,2,47,0.579383,8.419228,1.667538,9.392774,-9.577735,4.333167
2561,2,53,0.581633,8.373862,-2.266723,6.295111,-3.218078,8.287996
2562,1,100,6.685572,-7.814475,-10.407964,-16.553155,5.640864,8.164301
2563,1,100,4.944655,-6.541808,-6.020661,-18.644596,7.529867,5.52244
2564,2,83,2.286702,5.403418,4.100891,5.037296,-7.454183,3.032875
2564,2,17,3.573362,-1.694437,-1.718396,-9.314137,2.469255,7.608804
2565,2,47,3.379668,-1.111713,-9.208506,-14.636077,3.863043,5.965239
2565,2,53,1.002598,6.496168,-0.155325,6.244151,-6.305898,5.221644
2566,1,100,4.058533,-6.265782,-4.855255,-21.449525,4.197267,7.639749
2567,1,100,-3.114872,6.690251,0.402075,9.684819,-7.761709,0.705745
2568,1,100,0.329044,6.250538,0.309306,9.541849,-3.203003,2.544529
2569,2,96,3.994131,1.468287,1.583514,2.882525,-5.336624,-0.001668
2569,2,4,3.997124,-0.611035,-3.208833,-16.201539,4.188103,6.251314
2570,2,37,2.977875,0.376468,-4.868164,-16.948107,4.106914,6.099353
2570,2,63,1.243659,6.618974,2.336587,5.600945,-13.252824,-0.160143
2571,2,75,0.508282,8.497424,1.182111,5.029194,-9.041474,0.071914
2571,2,25,4.804327,-1.93944,-10.455595,-30.890489,5.438664,6.114182
2572,1,100,-1.077154,8.134442,1.549077,9.666179,-2.054153,2.085205
2573,2,47,2.719048,5.570354,-2.989989,-8.791546,8.003784,4.982005
2573,2,53,5.762228,-2.310795,-10.34113,-15.829941,9.316057,4.996798
2574,1,100,2.732452,5.26936,1.985247,7.168335,-2.939486,4.34646
2575,2,79,2.953922,4.392509,-2.319687,-7.109547,4.310956,7.127024
2575,2,21,4.142401,-2.535494,-7.207854,-18.079896,4.414465,7.623255
2576,1,100,3.909302,-2.387447,-6.467855,-18.428029,8.528492,4.692143
2577,2,75,3.083156,-2.846221,-3.229786,-21.734089,9.226966,6.625453
2577,2,25,-0.403039,6.315803,3.389515,9.723157,-3.643111,0.404891
2578,1,100,-1.991067,6.644702,1.585321,8.707916,-13.94814,4.025964
2579,1,100,4.582935,-5.586581,-3.546703,-16.738912,3.093897,1.638575
2580,2,69,2.880071,1.848386,-0.512991,5.738368,1.763825,1.50036
2580,2,31,2.880071,1.848386,-0.512991,-2.91968,5.139118,1.50036
2581,1,100,-0.691234,5.354606,2.71084,6.771836,-15.979866,4.088988
2582,2,49,4.503521,2.498009,-6.187323,-13.947512,6.436025,6.549522
2582,2,51,-0.136465,6.260585,-1.453332,6.140107,-4.107814,6.194306
2583,1,100,-2.201428,8.927243,3.25806,9.540374,-6.91953,-1.899233
2584,1,100,4.269609,-4.245752,-5.675061,-17.053194,7.303653,4.744868
2585,2,83,0.634805,6.548604,2.034719,9.810223,-8.740023,1.80263
2585,2,17,2.516901,1.983861,-7.369522,-15.951924,5.372065,7.530933
2586,1,100,4.161343,-1.190791,-7.770977,-23.275393,6.560186,7.831681
2587,1,100,0.751053,5.629396,-0.291201,6.804885,-5.822107,4.027832
2588,2,81,2.687392,5.5536,0.141715,7.650435,-6.977417,6.514416
2588,2,19,3.73825,0.043587,-4.139443,-8.264178,5.240411,7.849754
2589,2,68,-0.02481,5.513829,2.56402,10.14549,-10.301613,2.453236
2589,2,32,3.175713,-2.64227,-4.102695,-15.814875,3.803543,7.426168
2590,2,36,3.656817,0.651936,-4.237504,-14.506295,7.779056,2.74274
2590,2,64,1.800748,8.17395,0.943142,5.919863,-7.738193,0.016787
2591,1,100,-0.679096,7.222716,2.113481,8.993098,-5.145521,-0.235366
2592,4,52,1.548608,6.08073,0.330071,-3.509623,-5.872614,6.565648
2592,4,27,1.542341,6.704007,2.745864,4.911538,-9.906863,3.636561
2592,4,15,1.548608,6.08073,0.330071,1.328021,-7.136819,6.565648
2592,4,6,3.899517,2.154949,-5.115431,-19.321286,1.685622,9.254562
2593,1,100,2.484566,6.172426,-0.752657,6.096763,-6.33514,5.395934
2594,1,100,4.430959,-0.913246,-12.524743,-17.659585,6.206209,6.593465
2595,1,100,1.121906,5.30743,3.470934,8.632825,-10.246717,1.295594
2596,1,100,4.367459,-1.747771,-4.698295,-21.330659,6.252776,7.040203
2597,2,76,-3.402947,7.097202,2.880206,11.48527,-10.478999,1.940946
2597,2,24,2.025672,0.927957,-2.911393,-1.006313,-0.162329,7.755472
2598,1,100,0.939641,3.883595,0.980792,-3.679746,-2.726978,6.429508
2599,1,100,1.790794,3.580968,1.005805,8.614292,-6.379342,1.315406
2600,2,44,2.640726,2.013588,1.433762,-7.139252,-3.235937,0.701592
2600,2,56,0.928058,5.21036,2.786582,4.102599,-9.205699,0.310794
2601,1,100,4.754974,-5.875757,-5.518853,-2.366039,5.388569,5.994592
2602,1,100,4.171829,-3.506348,-14.759964,-19.589153,5.541625,6.372099
2603,1,100,-3.259408,5.863908,-0.951361,6.005992,-5.791915,5.464643
2604,1,100,1.690306,5.209026,2.177154,9.051208,-2.927562,2.026752
2605,1,100,4.041823,-1.748893,-5.975006,-11.399066,5.775131,6.204242
2606,1,100,1.229075,9.428766,2.532024,11.727085,-8.413156,2.629463
2607,1,100,-0.083387,8.131722,3.27566,9.980593,-8.67999,3.197708
2608,3,42,0.109523,4.387858,-0.580951,2.286412,-2.075341,6.612127
2608,3,55,2.294228,-0.179224,-6.677658,-11.803812,5.629173,6.692784
2608,3,3,0.109523,4.387858,-0.580951,-3.387642,1.91302,6.612127
2609,1,100,4.405959,2.187511,2.922909,5.724486,0.733474,-0.901497
2610,1,100,4.13777,-7.190782,-6.459607,-19.73802,4.019605,6.449301
2611,2,24,4.631235,-0.272519,-2.109419,-19.056754,2.382664,7.424722
2611,2,76,1.291691,7.625841,3.678058,7.318373,-7.499138,2.574939
2612,1,100,5.05,-1.748632,-6.49541,-15.859689,6.967008,5.502851
2613,1,100,4.689308,-5.235533,-4.618356,-17.291259,5.257182,6.357994
2614,2,19,2.090552,6.949752,1.678142,11.124035,-5.1427,1.296247
2614,2,81,4.416941,-3.405695,-7.181484,-19.377215,7.69297,6.860949
2615,1,100,0.918827,7.874564,2.905565,9.305083,-7.086106,2.079583
2616,1,100,4.575561,-3.420274,-1.874548,-10.354559,8.424876,4.711236
2617,2,97,1.701775,7.430015,3.003092,10.326177,-6.78548,0.122756
2617,2,3,4.623193,0.606056,-6.606721,-18.014482,6.711726,6.566284
2618,2,72,0.896966,8.001322,4.141273,4.109109,-11.13685,-2.668263
2618,2,28,3.492017,0.766598,-4.264846,-17.322515,3.327254,3.693956
2619,1,100,3.721671,-2.260608,-8.36436,-11.973279,5.886626,7.046158
2620,1,100,3.859812,-4.042048,-7.347488,-14.744946,3.043133,7.09324
2621,1,100,4.739975,-5.310177,-7.790356,-21.632063,5.427524,7.219259
2622,2,87,3.258835,-5.735699,-10.100329,-14.261742,6.319311,6.449499
2622,2,13,-1.256579,6.261981,3.725395,10.735037,-10.409603,0.437631
2623,2,82,-0.13923,6.092912,-1.463759,2.928195,-5.824049,7.969386
2623,2,18,-0.18506,6.816619,1.093471,11.249228,-5.846682,3.863188
2624,2,59,3.838572,-0.394161,-5.792319,-13.990067,6.975754,7.351496
2624,2,41,3.486785,3.843639,1.288674,7.314712,-3.858834,2.667053
2625,1,100,0.852103,2.798796,0.481567,7.683864,-2.116269,0.886004
2626,2,95,3.866248,-1.936274,-0.387332,-11.758517,5.471104,2.057802
2626,2,5,3.866378,-8.285268,-3.315346,-17.690254,6.741779,5.041265
2627,1,100,3.196188,-2.482558,-6.353488,-16.771638,5.972724,6.500201
2628,3,68,2.472843,1.990609,-3.795503,5.387602,-0.662855,7.77716
2628,3,30,-2.607549,8.531665,1.419449,11.0212,-7.123052,1.757144
2628,3,2,2.472843,1.990609,-3.795503,-4.817453,5.944702,7.77716
2629,2,85,1.116773,1.584711,-1.543888,-8.722489,5.474626,4.882458
2629,2,15,1.116773,1.584711,-1.543888,2.406977,2.018613,4.882458
2630,1,100,4.122314,-1.365073,-7.349825,-16.654163,7.180628,6.556839
2631,1,100,5.206132,-4.589208,-8.596464,-14.631907,1.511469,6.993111
2632,1,100,0.383994,8.889835,3.816736,9.208171,-8.757402,1.525518
2633,1,100,3.254003,0.618425,-11.00725,-16.191439,7.773595,6.989734
2634,2,63,6.111017,-3.633249,-7.284419,-19.121703,5.006145,5.988932
2634,2,37,2.100927,7.085091,0.843881,9.398811,-7.803716,-0.062881
2635,1,100,2.121973,-4.666089,-5.963102,-19.279872,1.435298,6.848886
2636,1,100,3.51185,-3.25476,-2.153452,-10.428044,5.600615,4.775255
2637,2,81,4.018897,-3.542211,-6.302703,-16.474573,7.246828,7.198121
2637,2,19,0.614801,5.985411,2.25801,10.274818,-7.612371,0.848354
2638,1,100,-2.104207,9.004754,3.074519,10.392534,-9.994821,2.629525
2639,1,100,4.336077,-6.074626,-5.703037,-16.199299,2.513623,7.242516
2640,2,77,4.322501,0.570514,0.480047,-6.399315,6.531214,2.354099
2640,2,23,4.322563,-4.826852,-4.156596,-15.80059,7.98569,6.775754
2641,1,100,0.20587,5.454614,2.056426,8.405012,-9.235726,4.389003
2642,1,100,4.22235,-0.905458,-5.900325,-14.063091,8.140447,5.570008
2643,2,32,4.077372,-2.093844,-7.019558,-13.214677,5.774286,6.25333
2643,2,68,1.514824,5.659197,-0.991166,4.88374,-4.711681,6.239022
2644,2,60,1.992548,6.386643,-0.015306,5.143553,-0.920528,5.125234
2644,2,40,1.992548,6.386643,-0.015306,-4.563861,3.771071,5.125234
2645,1,100,0.569661,6.426874,2.854764,10.376629,-4.338309,0.494151
2646,1,100,3.984027,-2.0402,-3.521123,-15.327633,5.80628,8.033409
2647,1,100,4.079339,-2.5973,-2.941424,-10.092303,3.067812,2.252674
2648,5,26,2.598179,2.323858,1.967064,-3.079962,4.740682,2.658078
2648,5,34,2.970855,-2.261433,-3.513523,-14.43808,6.879311,7.003409
2648,5,22,2.598179,2.323858,1.967063,7.743961,-1.768677,2.658078
2648,5,10,2.643556,2.20836,0.225078,-5.698692,5.940227,6.250739
2648,5,8,2.643556,2.20836,0.225078,4.967477,-0.569323,6.250739
2649,1,100,5.034919,-5.896553,-9.937524,-28.835255,5.901771,8.601168
2650,1,100,4.213185,0.125115,0.471262,2.57888,-4.56649,5.603787
2651,2,43,2.987771,3.407686,1.061493,6.145553,-0.649162,5.057488
2651,2,57,2.987771,3.407686,1.061492,-5.222389,5.674987,5.057489
2652,1,100,-3.018711,5.285491,2.666978,9.903408,-14.030748,1.588564
2653,1,100,4.658254,-4.79779,-8.83181,-13.434772,8.271407,7.116636
2654,1,100,4.244909,-3.175026,-7.712193,-19.426061,3.463947,5.856295
2655,1,100,-0.13142,5.279479,2.796329,9.464355,-3.743976,3.340944
2656,2,22,5.011275,-0.924308,-6.341726,-20.896568,7.461808,7.445383
2656,2,78,2.230428,5.486794,3.605698,8.960304,-7.172401,1.545821
2657,2,86,5.071221,-7.176785,-8.657521,-19.740544,7.642923,7.578064
2657,2,14,1.856455,4.058757,0.83937,10.356093,-5.810075,2.16715
2658,1,100,0.197846,0.276913,-6.105005,-8.916253,3.944381,4.481377
2659,2,60,0.991561,4.905702,5.900852,8.210499,-1.494265,0.052097
2659,2,40,3.738964,-2.294227,-10.428662,-12.92766,9.261162,5.356806
2660,1,100,-0.492002,5.558264,3.967384,10.635396,-15.530248,-0.711766
2661,3,76,5.508603,-4.601084,-8.974904,-18.551249,6.399027,7.049856
2661,3,18,3.57746,5.036899,2.169065,3.470976,-4.507442,0.539622
2661,3,6,3.57746,5.036899,2.169065,-4.073989,1.970863,0.539622
2662,2,72,-0.28922,5.685219,5.636004,9.009092,-10.157079,2.232006
2662,2,28,3.973622,-0.91197,-5.891814,-16.896652,4.320035,8.68178
2663,3,15,1.042317,4.551269,-0.576166,-5.585939,4.322501,5.637817
2663,3,84,1.042317,4.551268,-0.576167,2.826536,-0.787616,5.637817
2663,3,1,1.042317,4.551268,-0.576167,-0.603517,3.501396,5.637817
2664,1,100,2.077186,5.979031,0.424724,4.569632,-4.139704,2.629052
2665,2,33,3.322773,1.114721,0.394851,4.399681,0.637763,1.864506
2665,2,67,3.322773,1.114721,0.394851,-4.300925,5.393259,1.864506
2666,1,100,0.636674,5.296957,3.308998,8.963929,-9.495854,0.618212
2667,2,86,2.937157,5.580941,0.893026,-4.416308,5.665155,0.853494
2667,2,14,2.937157,5.580941,0.893026,2.364827,0.485759,0.853494
2668,2,74,0.200762,7.674548,2.348258,9.53837,-12.479174,1.760972
2668,2,26,3.939253,1.021263,0.000335,-4.700306,-2.553163,3.083417
2669,1,100,-0.700728,5.100548,3.21572,9.128693,-7.066414,-2.914249
2670,1,100,-0.381881,6.225171,1.066869,11.28576,-11.165764,4.079633
2671,2,72,0.053485,8.068424,3.162231,10.34832,-1.720912,-0.500176
2671,2,28,3.91011,-3.320192,-4.361478,-12.621472,7.709952,5.921151
2672,1,100,-0.08021,5.476317,3.193155,6.886686,-10.19955,0.422055
2673,3,68,3.574687,1.166737,1.426958,-6.70556,0.714442,3.401368
